product_name,revenue,qty_sold,cust_location,cows_number,farm_size,price_unit,shelf_life,storage,channel
Yogurt,11952.38,242,Chandigarh,32,Medium,49.39,29,1,0
Cheese,1610.28,71,Haryana,88,Small,22.68,46,1,0
Ghee,6904.32,124,Madhya Pradesh,56,Medium,55.68,137,0,0
Curd,2860.9,70,Chandigarh,84,Medium,40.87,6,1,1
Lassi,5668.2,180,Uttar Pradesh,88,Small,31.49,16,1,1
Curd,340.1,10,Rajasthan,58,Small,34.01,7,1,0
Curd,8977.57,463,Tamil Nadu,21,Large,19.39,5,1,0
Cheese,6407.7,78,Telangana,41,Medium,82.15,36,1,1
Ice Cream,10656.78,282,Delhi,61,Small,37.79,27,1,1
Ice Cream,4675.26,201,Chandigarh,46,Large,23.26,23,1,0
Paneer,55.6,8,Bihar,52,Large,6.95,11,1,1
Curd,741.11,37,Maharashtra,61,Small,20.03,7,1,0
Paneer,956.04,62,Gujarat,77,Medium,15.42,7,1,1
Ghee,1699.92,24,Delhi,18,Small,70.83,118,0,1
Ghee,23025.42,319,Madhya Pradesh,58,Small,72.18,148,0,0
Milk,9201.92,208,Haryana,36,Medium,44.24,21,0,1
Butter,1548.42,131,Gujarat,32,Small,11.82,38,1,0
Ghee,14555.52,448,Jharkhand,77,Large,32.49,147,0,0
Paneer,6605.17,143,Telangana,50,Small,46.19,9,1,1
Cheese,13378.24,862,Karnataka,31,Medium,15.52,65,1,0
Buttermilk,14001.03,153,Bihar,84,Large,91.51,8,1,1
Buttermilk,7143.8,230,Chandigarh,26,Large,31.06,8,1,0
Curd,1972.8,72,Kerala,15,Small,27.4,7,1,0
Curd,9951.01,139,Telangana,25,Medium,71.59,6,1,1
Ice Cream,5578.44,58,Chandigarh,90,Small,96.18,28,1,0
Butter,3625.26,74,Jharkhand,76,Large,48.99,30,1,0
Paneer,42988.4,728,Gujarat,47,Large,59.05,11,1,0
Buttermilk,6880.98,73,Delhi,45,Small,94.26,13,1,0
Butter,20266.22,299,Haryana,69,Small,67.78,29,1,1
Paneer,26124.08,502,Bihar,47,Small,52.04,13,1,0
Butter,23924.2,244,Bihar,68,Small,98.05,33,1,0
Curd,1388.8,80,Maharashtra,29,Medium,17.36,5,1,0
Cheese,4741.36,388,Chandigarh,54,Medium,12.22,46,1,0
Milk,16149.34,251,Jharkhand,38,Medium,64.34,2,0,0
Milk,2915.35,199,Delhi,63,Large,14.65,29,0,0
Lassi,22529.2,302,Uttar Pradesh,15,Small,74.6,13,1,1
Ice Cream,7692.75,325,Delhi,82,Large,23.67,30,1,1
Milk,3991.76,41,Rajasthan,86,Medium,97.36,1,0,0
Yogurt,229.35,5,Uttar Pradesh,14,Medium,45.87,24,1,1
Cheese,3451.84,322,Uttar Pradesh,61,Large,10.72,89,1,0
Ghee,371.28,42,Madhya Pradesh,62,Large,8.84,116,0,1
Ghee,8838.1,310,Chandigarh,52,Medium,28.51,118,0,0
Ice Cream,28223.76,552,Telangana,18,Medium,51.13,25,1,0
Butter,16356.32,302,Kerala,74,Small,54.16,28,1,1
Lassi,25123.06,274,Chandigarh,18,Small,91.69,14,1,0
Ice Cream,6301.44,144,Chandigarh,62,Large,43.76,22,1,0
Buttermilk,8616.6,90,Delhi,13,Large,95.74,11,1,0
Paneer,34390.02,777,Karnataka,26,Large,44.26,11,1,0
Lassi,2644.08,92,Kerala,28,Small,28.74,15,1,1
Buttermilk,1616.9,115,Maharashtra,84,Small,14.06,7,1,0
Ice Cream,1824.26,106,Chandigarh,66,Large,17.21,25,1,1
Curd,48.12,1,Karnataka,33,Medium,48.12,6,1,0
Buttermilk,11808.34,131,West Bengal,35,Large,90.14,12,1,0
Milk,35639.63,611,Maharashtra,37,Large,58.33,2,0,1
Ice Cream,4872.0,96,Jharkhand,90,Medium,50.75,29,1,0
Ghee,2282.42,49,West Bengal,54,Small,46.58,138,0,0
Yogurt,14502.7,190,Bihar,94,Small,76.33,21,1,0
Buttermilk,4494.88,52,Madhya Pradesh,25,Large,86.44,10,1,0
Ghee,27250.08,312,Tamil Nadu,71,Small,87.34,149,0,0
Ghee,7967.44,652,Bihar,21,Medium,12.22,70,0,0
Ice Cream,33454.64,578,Gujarat,61,Medium,57.88,23,1,1
Curd,5079.6,68,Telangana,50,Medium,74.7,5,1,0
Cheese,8963.75,101,Kerala,65,Small,88.75,34,1,0
Buttermilk,23516.87,247,Delhi,56,Medium,95.21,11,1,1
Cheese,10191.76,116,Kerala,69,Small,87.86,26,1,1
Curd,12244.32,198,Tamil Nadu,54,Small,61.84,6,1,0
Buttermilk,10592.35,205,Karnataka,82,Large,51.67,12,1,0
Paneer,897.49,41,Haryana,93,Small,21.89,13,1,0
Paneer,31067.61,619,Maharashtra,43,Large,50.19,8,1,0
Curd,8426.18,139,Chandigarh,23,Large,60.62,5,1,0
Ghee,4797.76,176,Bihar,18,Medium,27.26,139,0,0
Curd,48633.48,756,Tamil Nadu,56,Small,64.33,5,1,0
Buttermilk,6053.16,146,Telangana,46,Small,41.46,7,1,0
Lassi,257.85,15,Haryana,25,Medium,17.19,17,1,0
Yogurt,4275.92,226,Chandigarh,40,Medium,18.92,26,1,0
Buttermilk,7041.84,111,Chandigarh,93,Medium,63.44,14,1,0
Cheese,27.58,1,Delhi,26,Small,27.58,84,1,0
Lassi,41762.32,766,Telangana,74,Large,54.52,14,1,0
Curd,12331.2,160,Uttar Pradesh,34,Large,77.07,5,1,0
Yogurt,9950.22,159,Bihar,82,Large,62.58,22,1,0
Cheese,27755.37,531,Delhi,94,Small,52.27,72,1,0
Yogurt,22132.75,223,Kerala,98,Large,99.25,22,1,0
Lassi,483.45,55,Delhi,94,Large,8.79,17,1,0
Butter,66126.18,786,Jharkhand,97,Large,84.13,39,1,0
Curd,12826.47,163,Gujarat,67,Medium,78.69,7,1,0
Cheese,13244.7,210,Gujarat,44,Large,63.07,66,1,0
Butter,926.9,10,Chandigarh,95,Medium,92.69,27,1,1
Lassi,16719.78,282,Telangana,90,Small,59.29,16,1,0
Ice Cream,867.72,14,Rajasthan,36,Small,61.98,30,1,0
Curd,129.78,3,Telangana,100,Medium,43.26,5,1,0
Butter,29041.94,331,Jharkhand,42,Large,87.74,40,1,0
Curd,16462.72,464,Gujarat,72,Small,35.48,5,1,0
Buttermilk,31894.72,572,Delhi,94,Small,55.76,10,1,1
Yogurt,9963.0,123,West Bengal,98,Medium,81.0,24,1,1
Lassi,10428.2,230,Madhya Pradesh,79,Medium,45.34,14,1,1
Curd,1382.4,20,Kerala,58,Medium,69.12,5,1,0
Milk,3804.2,115,Jharkhand,87,Large,33.08,28,0,0
Lassi,16318.4,217,Rajasthan,68,Small,75.2,14,1,0
Curd,1465.2,74,Uttar Pradesh,49,Small,19.8,7,1,0
Ice Cream,10585.08,297,Telangana,61,Small,35.64,24,1,0
Butter,13378.75,175,Uttar Pradesh,13,Medium,76.45,40,1,0
Curd,35242.04,388,Rajasthan,21,Large,90.83,5,1,0
Cheese,7401.16,86,Rajasthan,94,Large,86.06,55,1,0
Paneer,6721.33,473,Haryana,74,Large,14.21,12,1,1
Curd,9332.08,157,Gujarat,48,Small,59.44,6,1,0
Ice Cream,36794.94,546,Delhi,68,Medium,67.39,25,1,1
Lassi,30251.34,477,Tamil Nadu,26,Medium,63.42,17,1,0
Milk,3908.94,227,Delhi,58,Medium,17.22,25,0,1
Ghee,277.48,4,Delhi,37,Medium,69.37,115,0,0
Lassi,40739.04,456,West Bengal,90,Large,89.34,13,1,0
Lassi,41969.52,639,Telangana,78,Large,65.68,13,1,1
Curd,43335.9,538,Bihar,46,Medium,80.55,7,1,0
Ghee,39784.08,408,Kerala,52,Medium,97.51,100,0,0
Curd,6135.0,125,Delhi,28,Small,49.08,7,1,0
Curd,2438.46,46,Maharashtra,47,Large,53.01,6,1,0
Buttermilk,83934.9,945,Tamil Nadu,63,Small,88.82,7,1,0
Lassi,34408.68,501,Madhya Pradesh,78,Large,68.68,12,1,0
Lassi,6214.32,137,Rajasthan,64,Small,45.36,14,1,0
Buttermilk,207.12,6,Delhi,12,Small,34.52,11,1,0
Lassi,199.59,3,Maharashtra,73,Large,66.53,18,1,1
Yogurt,17713.92,224,Haryana,69,Medium,79.08,21,1,1
Buttermilk,14524.8,480,Chandigarh,93,Medium,30.26,7,1,0
Cheese,18320.94,487,Bihar,74,Large,37.62,28,1,1
Yogurt,6783.84,84,Kerala,39,Small,80.76,29,1,0
Cheese,7412.16,224,Jharkhand,13,Small,33.09,74,1,0
Butter,1535.3,65,Rajasthan,36,Medium,23.62,27,1,1
Curd,776.88,52,Telangana,61,Small,14.94,7,1,0
Curd,38434.15,437,Chandigarh,52,Small,87.95,5,1,1
Cheese,4702.15,157,Telangana,11,Medium,29.95,73,1,0
Milk,57311.2,710,Chandigarh,100,Medium,80.72,22,0,0
Curd,6580.99,403,Haryana,44,Small,16.33,7,1,0
Cheese,1920.49,79,Bihar,85,Large,24.31,29,1,0
Ice Cream,23603.1,435,Uttar Pradesh,73,Medium,54.26,21,1,0
Yogurt,9375.45,105,Madhya Pradesh,15,Medium,89.29,21,1,1
Cheese,1276.58,62,Delhi,38,Medium,20.59,37,1,0
Curd,9269.41,107,Madhya Pradesh,73,Small,86.63,5,1,0
Lassi,1965.78,67,Karnataka,23,Large,29.34,13,1,1
Curd,5858.59,509,Gujarat,82,Medium,11.51,6,1,0
Cheese,27314.1,330,Haryana,36,Large,82.77,45,1,1
Yogurt,24598.28,413,Delhi,86,Large,59.56,30,1,0
Ghee,22905.45,423,Jharkhand,39,Medium,54.15,63,0,0
Curd,12216.96,224,Jharkhand,54,Medium,54.54,6,1,0
Lassi,9514.32,348,Tamil Nadu,33,Medium,27.34,14,1,0
Lassi,4173.33,49,Delhi,29,Large,85.17,12,1,0
Ice Cream,52267.68,654,Bihar,30,Medium,79.92,29,1,0
Yogurt,59602.56,592,Karnataka,52,Large,100.68,22,1,0
Ice Cream,25129.95,795,Gujarat,88,Small,31.61,30,1,0
Cheese,4930.28,233,Madhya Pradesh,79,Medium,21.16,44,1,1
Milk,9101.2,244,West Bengal,13,Small,37.3,1,0,1
Ice Cream,21776.52,267,Telangana,15,Medium,81.56,23,1,0
Paneer,2259.0,45,Maharashtra,39,Medium,50.2,14,1,0
Lassi,720.09,21,Chandigarh,89,Medium,34.29,15,1,0
Milk,5819.0,100,Jharkhand,20,Medium,58.19,2,0,0
Milk,278.48,8,Chandigarh,30,Small,34.81,1,0,0
Paneer,1639.26,42,Jharkhand,29,Medium,39.03,13,1,0
Curd,3681.38,53,Kerala,82,Medium,69.46,5,1,1
Lassi,19037.94,218,Chandigarh,46,Small,87.33,18,1,0
Paneer,2428.08,201,Kerala,29,Medium,12.08,10,1,0
Paneer,3589.0,194,Uttar Pradesh,30,Large,18.5,12,1,1
Cheese,11918.51,149,Madhya Pradesh,15,Large,79.99,74,1,0
Butter,19396.26,307,Haryana,82,Large,63.18,37,1,0
Lassi,1861.2,220,Delhi,34,Medium,8.46,13,1,0
Yogurt,67937.16,718,Rajasthan,80,Large,94.62,29,1,1
Milk,463.84,13,Kerala,95,Medium,35.68,1,0,0
Buttermilk,357.12,6,Gujarat,83,Medium,59.52,7,1,0
Ghee,27384.56,316,Uttar Pradesh,46,Medium,86.66,96,0,0
Ghee,2674.67,29,Uttar Pradesh,88,Medium,92.23,66,0,0
Paneer,18410.22,206,Uttar Pradesh,84,Medium,89.37,12,1,0
Milk,9071.7,165,Uttar Pradesh,37,Small,54.98,2,0,0
Butter,9837.44,304,Maharashtra,46,Small,32.36,37,1,0
Milk,7719.2,80,Chandigarh,78,Small,96.49,28,0,0
Curd,134.98,2,Karnataka,88,Small,67.49,6,1,0
Milk,22335.45,255,Chandigarh,93,Small,87.59,1,0,0
Ghee,23377.8,282,Uttar Pradesh,56,Medium,82.9,143,0,0
Yogurt,6077.84,136,Kerala,86,Large,44.69,25,1,1
Buttermilk,24363.85,461,Gujarat,37,Medium,52.85,11,1,0
Buttermilk,6607.42,101,Chandigarh,79,Large,65.42,10,1,0
Milk,244.72,8,Karnataka,94,Small,30.59,1,0,0
Curd,282.73,7,Delhi,16,Small,40.39,5,1,0
Milk,727.34,41,Chandigarh,38,Large,17.74,22,0,1
Buttermilk,13268.95,145,Chandigarh,21,Small,91.51,13,1,0
Curd,4280.04,81,Delhi,67,Large,52.84,7,1,1
Paneer,20781.05,239,Rajasthan,87,Large,86.95,7,1,0
Cheese,3366.3,42,Madhya Pradesh,94,Small,80.15,64,1,1
Curd,24457.92,292,Kerala,20,Medium,83.76,7,1,1
Butter,9824.67,173,Tamil Nadu,82,Medium,56.79,30,1,1
Ghee,32968.67,427,Kerala,95,Medium,77.21,63,0,0
Cheese,4010.4,120,Maharashtra,92,Medium,33.42,28,1,1
Lassi,5149.32,166,Chandigarh,48,Medium,31.02,16,1,0
Yogurt,3676.06,82,Madhya Pradesh,80,Medium,44.83,25,1,1
Lassi,10010.88,792,Karnataka,57,Large,12.64,18,1,0
Yogurt,5963.4,180,Chandigarh,39,Large,33.13,28,1,0
Ice Cream,35475.0,473,Tamil Nadu,35,Large,75.0,24,1,0
Buttermilk,18488.54,287,Rajasthan,24,Large,64.42,14,1,1
Cheese,939.9,39,Maharashtra,59,Medium,24.1,87,1,1
Cheese,3584.22,282,Chandigarh,42,Small,12.71,83,1,0
Ghee,2911.89,29,Rajasthan,76,Large,100.41,86,0,0
Paneer,2857.7,82,Rajasthan,90,Large,34.85,13,1,0
Curd,30769.89,359,Chandigarh,35,Medium,85.71,7,1,1
Lassi,3439.95,57,Gujarat,37,Small,60.35,15,1,0
Ghee,3630.92,86,Delhi,77,Medium,42.22,79,0,0
Milk,19027.95,235,Jharkhand,11,Small,80.97,2,0,0
Ice Cream,675.74,13,Jharkhand,58,Medium,51.98,28,1,1
Lassi,12517.75,175,Delhi,73,Medium,71.53,15,1,0
Curd,17401.6,320,Maharashtra,92,Large,54.38,7,1,0
Ice Cream,17897.68,274,Madhya Pradesh,13,Medium,65.32,30,1,0
Ice Cream,422.1,14,Jharkhand,44,Small,30.15,29,1,0
Paneer,9673.59,127,Bihar,77,Medium,76.17,7,1,0
Butter,17040.32,188,Karnataka,21,Small,90.64,38,1,0
Ice Cream,10253.63,109,Karnataka,81,Small,94.07,27,1,0
Lassi,28207.6,388,Telangana,29,Medium,72.7,12,1,1
Ice Cream,1409.67,27,Chandigarh,36,Medium,52.21,23,1,1
Curd,92.55,5,Jharkhand,34,Large,18.51,5,1,0
Ghee,47611.95,655,Haryana,86,Large,72.69,78,0,0
Buttermilk,5112.36,66,Jharkhand,91,Large,77.46,8,1,1
Paneer,14365.36,316,Jharkhand,19,Large,45.46,11,1,0
Paneer,27443.21,331,Madhya Pradesh,47,Large,82.91,7,1,1
Ice Cream,4296.78,219,Karnataka,36,Medium,19.62,24,1,1
Ice Cream,8506.68,156,Rajasthan,52,Medium,54.53,25,1,1
Butter,4320.0,250,Tamil Nadu,46,Small,17.28,26,1,0
Curd,21768.46,427,Maharashtra,71,Large,50.98,7,1,0
Milk,24667.1,485,Chandigarh,31,Small,50.86,27,0,1
Paneer,8841.65,95,Karnataka,56,Medium,93.07,14,1,0
Cheese,20594.64,638,Uttar Pradesh,52,Small,32.28,58,1,0
Milk,72161.4,762,Gujarat,23,Small,94.7,26,0,0
Buttermilk,1815.25,25,Chandigarh,49,Small,72.61,12,1,1
Lassi,422.37,39,Tamil Nadu,93,Small,10.83,13,1,1
Milk,9642.06,153,Delhi,58,Medium,63.02,1,0,0
Milk,14254.09,887,Telangana,54,Medium,16.07,23,0,0
Curd,14807.4,348,Telangana,12,Small,42.55,5,1,1
Milk,16172.7,282,Gujarat,20,Large,57.35,2,0,1
Buttermilk,35250.48,346,Kerala,24,Medium,101.88,10,1,1
Lassi,22730.4,410,Kerala,27,Medium,55.44,14,1,0
Yogurt,7917.75,135,Karnataka,28,Large,58.65,26,1,0
Lassi,6695.3,71,West Bengal,80,Small,94.3,12,1,0
Cheese,5940.57,71,Haryana,69,Large,83.67,82,1,0
Lassi,7032.08,524,Chandigarh,23,Large,13.42,15,1,0
Yogurt,1617.04,82,Chandigarh,51,Large,19.72,27,1,1
Ghee,6436.8,288,Karnataka,95,Medium,22.35,83,0,0
Buttermilk,29043.9,310,West Bengal,72,Large,93.69,9,1,0
Ice Cream,2848.56,33,Tamil Nadu,100,Medium,86.32,26,1,1
Buttermilk,1335.76,118,Karnataka,77,Small,11.32,10,1,0
Curd,2107.8,60,Rajasthan,58,Medium,35.13,6,1,0
Butter,22580.48,299,Kerala,61,Small,75.52,39,1,0
Milk,16626.0,326,West Bengal,86,Large,51.0,26,0,1
Ice Cream,12335.28,618,Karnataka,64,Medium,19.96,26,1,1
Buttermilk,62802.35,689,Tamil Nadu,83,Large,91.15,12,1,0
Buttermilk,2627.92,214,Kerala,22,Large,12.28,7,1,1
Lassi,541.62,18,Rajasthan,71,Large,30.09,14,1,0
Butter,205.2,8,Bihar,70,Small,25.65,32,1,1
Ghee,11999.74,146,West Bengal,48,Medium,82.19,109,0,0
Ghee,7945.24,556,Chandigarh,91,Large,14.29,88,0,0
Curd,14333.5,218,Delhi,25,Medium,65.75,6,1,0
Yogurt,48709.29,489,Delhi,51,Large,99.61,30,1,0
Buttermilk,20173.56,748,Haryana,12,Large,26.97,14,1,0
Lassi,17.46,1,Bihar,38,Large,17.46,13,1,1
Lassi,15645.06,414,Chandigarh,82,Medium,37.79,13,1,0
Ghee,1139.38,22,Uttar Pradesh,37,Small,51.79,127,0,0
Lassi,22849.42,566,Karnataka,97,Large,40.37,18,1,1
Butter,13984.0,160,Chandigarh,12,Small,87.4,39,1,1
Curd,11121.0,110,Telangana,82,Medium,101.1,7,1,0
Butter,5549.64,309,Tamil Nadu,60,Large,17.96,29,1,0
Butter,59789.46,642,Haryana,19,Large,93.13,34,1,1
Milk,5714.15,59,Karnataka,26,Medium,96.85,25,0,0
Lassi,38673.32,413,Rajasthan,67,Large,93.64,15,1,1
Ghee,2767.44,156,Chandigarh,93,Medium,17.74,96,0,0
Ghee,9787.06,103,Bihar,69,Medium,95.02,124,0,0
Paneer,71657.04,772,Delhi,10,Medium,92.82,9,1,1
Curd,30514.12,404,Uttar Pradesh,46,Large,75.53,5,1,0
Milk,585.44,16,Haryana,56,Small,36.59,27,0,1
Ghee,10747.4,116,Jharkhand,19,Medium,92.65,136,0,0
Buttermilk,96.3,9,Jharkhand,92,Medium,10.7,12,1,0
Butter,8600.64,289,Kerala,36,Small,29.76,36,1,1
Butter,1713.8,220,Madhya Pradesh,72,Medium,7.79,33,1,0
Ghee,15431.6,173,Jharkhand,85,Large,89.2,88,0,0
Milk,22749.84,342,Delhi,32,Small,66.52,26,0,0
Milk,29532.0,552,Karnataka,42,Small,53.5,1,0,0
Curd,6769.99,109,Bihar,79,Small,62.11,5,1,1
Ghee,3670.24,58,Madhya Pradesh,42,Small,63.28,142,0,0
Lassi,42912.48,552,Delhi,54,Small,77.74,17,1,0
Cheese,14776.4,170,Delhi,61,Small,86.92,45,1,0
Cheese,11144.7,261,Tamil Nadu,87,Small,42.7,80,1,0
Butter,613.69,11,Bihar,37,Small,55.79,39,1,0
Lassi,8743.36,178,Uttar Pradesh,26,Large,49.12,12,1,0
Cheese,27768.54,282,West Bengal,16,Small,98.47,43,1,0
Paneer,7683.6,76,Maharashtra,61,Large,101.1,14,1,1
Cheese,29651.02,497,Chandigarh,89,Medium,59.66,41,1,0
Ice Cream,58461.64,596,Uttar Pradesh,22,Large,98.09,27,1,0
Curd,553.77,27,Chandigarh,37,Small,20.51,6,1,1
Ghee,6984.06,129,West Bengal,13,Medium,54.14,63,0,0
Ghee,33939.48,381,Madhya Pradesh,57,Large,89.08,93,0,1
Lassi,22341.45,235,Madhya Pradesh,80,Small,95.07,17,1,1
Cheese,17844.0,200,Chandigarh,31,Small,89.22,55,1,1
Buttermilk,27682.64,293,Jharkhand,49,Small,94.48,7,1,1
Butter,30284.85,303,Madhya Pradesh,23,Large,99.95,25,1,1
Milk,30130.0,575,Chandigarh,32,Medium,52.4,2,0,0
Yogurt,9063.0,228,Jharkhand,77,Large,39.75,23,1,0
Ghee,10592.4,364,Maharashtra,62,Small,29.1,63,0,1
Ghee,6823.12,232,Chandigarh,51,Small,29.41,113,0,1
Milk,5382.98,58,Maharashtra,55,Medium,92.81,24,0,0
Ice Cream,1632.36,122,Maharashtra,77,Medium,13.38,30,1,0
Cheese,1731.78,81,Uttar Pradesh,86,Small,21.38,69,1,0
Butter,7851.8,110,Tamil Nadu,71,Large,71.38,38,1,0
Butter,6113.2,290,Gujarat,90,Large,21.08,27,1,0
Ghee,10102.44,174,Uttar Pradesh,57,Small,58.06,143,0,0
Milk,26655.2,520,Tamil Nadu,92,Medium,51.26,26,0,0
Paneer,51819.57,561,Chandigarh,100,Small,92.37,9,1,0
Ice Cream,7224.3,349,Tamil Nadu,34,Medium,20.7,24,1,1
Ghee,32527.98,414,Tamil Nadu,19,Medium,78.57,146,0,0
Cheese,29509.44,354,Tamil Nadu,62,Small,83.36,47,1,1
Ice Cream,26679.15,303,Haryana,68,Small,88.05,21,1,0
Cheese,10715.67,219,Bihar,50,Small,48.93,42,1,0
Ice Cream,19080.48,381,Kerala,34,Medium,50.08,23,1,1
Paneer,837.6,20,Maharashtra,54,Large,41.88,7,1,0
Cheese,26828.16,356,Uttar Pradesh,17,Small,75.36,55,1,0
Yogurt,917.32,34,Kerala,24,Small,26.98,30,1,0
Yogurt,29237.92,656,Chandigarh,33,Large,44.57,29,1,0
Lassi,26182.23,303,Delhi,54,Medium,86.41,17,1,0
Butter,12061.98,126,West Bengal,24,Medium,95.73,33,1,0
Butter,30.38,1,Rajasthan,87,Medium,30.38,39,1,0
Lassi,63.5,2,Telangana,29,Small,31.75,14,1,1
Paneer,2382.21,27,West Bengal,100,Small,88.23,13,1,0
Cheese,1386.06,39,Kerala,66,Small,35.54,58,1,1
Milk,4770.5,47,Kerala,13,Medium,101.5,2,0,0
Yogurt,8935.2,272,Telangana,18,Small,32.85,21,1,0
Lassi,9299.61,243,Kerala,48,Small,38.27,17,1,0
Ice Cream,807.7,41,Haryana,15,Large,19.7,29,1,0
Milk,356.4,24,Rajasthan,70,Large,14.85,2,0,0
Ice Cream,568.14,51,Chandigarh,17,Medium,11.14,28,1,0
Ice Cream,10921.29,111,Maharashtra,66,Small,98.39,23,1,0
Paneer,6011.26,214,Telangana,17,Medium,28.09,7,1,1
Ghee,15183.45,345,Gujarat,59,Large,44.01,98,0,1
Yogurt,33173.1,615,Delhi,83,Medium,53.94,24,1,0
Ice Cream,99.45,1,Bihar,40,Medium,99.45,26,1,0
Paneer,1072.72,46,Uttar Pradesh,15,Medium,23.32,9,1,1
Lassi,3307.12,67,Bihar,38,Medium,49.36,17,1,0
Buttermilk,12200.88,174,Telangana,74,Large,70.12,7,1,0
Curd,10613.25,477,Delhi,97,Small,22.25,7,1,0
Cheese,46277.84,644,Tamil Nadu,55,Small,71.86,53,1,0
Butter,2080.46,34,Madhya Pradesh,79,Large,61.19,38,1,0
Yogurt,55701.9,885,Telangana,28,Medium,62.94,27,1,0
Paneer,24390.18,279,Chandigarh,95,Medium,87.42,10,1,0
Yogurt,6723.69,237,Tamil Nadu,88,Small,28.37,28,1,0
Ghee,418.95,35,Telangana,71,Medium,11.97,72,0,0
Yogurt,19806.15,455,Delhi,92,Large,43.53,27,1,0
Cheese,4904.9,143,Chandigarh,99,Medium,34.3,76,1,0
Cheese,3794.2,61,Bihar,95,Small,62.2,58,1,1
Cheese,4662.41,53,Maharashtra,62,Small,87.97,34,1,0
Butter,7079.82,374,Rajasthan,70,Medium,18.93,27,1,1
Yogurt,11353.29,677,Karnataka,10,Large,16.77,28,1,0
Curd,37482.23,443,Telangana,36,Small,84.61,6,1,0
Butter,2634.36,58,Gujarat,36,Medium,45.42,26,1,0
Cheese,3548.24,68,Haryana,69,Medium,52.18,62,1,1
Yogurt,792.45,9,Delhi,13,Medium,88.05,25,1,0
Curd,3636.02,58,Chandigarh,38,Small,62.69,6,1,0
Ice Cream,11619.84,128,Haryana,79,Large,90.78,24,1,1
Cheese,816.48,63,Delhi,46,Small,12.96,82,1,1
Ghee,10428.99,429,Delhi,98,Small,24.31,61,0,0
Buttermilk,14731.8,516,West Bengal,11,Small,28.55,7,1,1
Lassi,4585.41,51,Gujarat,54,Large,89.91,13,1,0
Ice Cream,6661.11,353,Jharkhand,25,Small,18.87,21,1,0
Cheese,24529.05,315,Delhi,75,Large,77.87,70,1,1
Milk,43879.5,441,Maharashtra,12,Small,99.5,1,0,0
Milk,994.51,11,Chandigarh,42,Small,90.41,1,0,1
Cheese,3270.54,91,Maharashtra,99,Large,35.94,82,1,1
Ghee,2175.91,131,Rajasthan,42,Medium,16.61,123,0,0
Milk,1021.02,14,Gujarat,59,Small,72.93,25,0,0
Butter,11083.53,123,Bihar,43,Small,90.11,38,1,1
Buttermilk,42791.55,519,Kerala,17,Small,82.45,7,1,1
Curd,10807.2,228,Karnataka,80,Medium,47.4,5,1,0
Butter,29798.4,640,Bihar,82,Large,46.56,31,1,1
Ghee,2307.76,182,Bihar,42,Medium,12.68,139,0,0
Yogurt,1923.86,58,Bihar,77,Large,33.17,24,1,0
Buttermilk,22606.26,599,Chandigarh,45,Medium,37.74,12,1,1
Ghee,2158.8,40,Chandigarh,67,Medium,53.97,113,0,0
Buttermilk,7579.5,326,Bihar,72,Medium,23.25,11,1,0
Paneer,49098.48,596,Tamil Nadu,91,Large,82.38,9,1,0
Ghee,9699.6,177,Bihar,19,Large,54.8,106,0,0
Cheese,3820.0,191,Bihar,26,Medium,20.0,48,1,1
Paneer,439.36,16,Haryana,41,Small,27.46,11,1,1
Curd,293.09,7,Delhi,48,Large,41.87,7,1,0
Curd,3359.2,104,Karnataka,24,Large,32.3,6,1,1
Curd,8489.7,90,Karnataka,28,Medium,94.33,5,1,0
Ghee,3944.2,130,Karnataka,95,Small,30.34,104,0,0
Curd,4589.9,166,Haryana,39,Large,27.65,7,1,0
Milk,21561.06,258,Chandigarh,87,Medium,83.57,29,0,0
Milk,6316.16,71,Bihar,33,Medium,88.96,26,0,0
Lassi,2629.2,168,Telangana,47,Medium,15.65,18,1,0
Curd,85913.52,924,Gujarat,70,Large,92.98,5,1,1
Ghee,7840.76,422,Madhya Pradesh,91,Medium,18.58,62,0,1
Yogurt,3498.28,76,Haryana,55,Medium,46.03,30,1,0
Ghee,27467.01,309,Uttar Pradesh,97,Small,88.89,146,0,0
Lassi,9254.94,146,Rajasthan,67,Medium,63.39,18,1,0
Cheese,25552.54,598,West Bengal,69,Large,42.73,59,1,0
Ghee,8966.1,363,Delhi,14,Medium,24.7,95,0,0
Yogurt,16470.3,330,Karnataka,42,Medium,49.91,23,1,1
Paneer,2639.6,40,Tamil Nadu,38,Large,65.99,9,1,0
Paneer,6764.34,222,Chandigarh,59,Small,30.47,12,1,1
Lassi,2981.86,118,West Bengal,70,Large,25.27,12,1,0
Curd,18656.0,212,Bihar,20,Large,88.0,7,1,0
Yogurt,15103.2,168,Jharkhand,66,Small,89.9,26,1,1
Ice Cream,15361.01,667,Jharkhand,74,Medium,23.03,29,1,0
Yogurt,2729.02,101,Madhya Pradesh,56,Small,27.02,30,1,0
Lassi,18061.23,239,Delhi,34,Small,75.57,15,1,1
Milk,26201.28,672,Delhi,44,Small,38.99,2,0,0
Yogurt,4798.04,52,Chandigarh,37,Medium,92.27,25,1,0
Lassi,27138.9,366,Uttar Pradesh,12,Large,74.15,15,1,1
Curd,19224.88,376,Chandigarh,83,Medium,51.13,5,1,1
Ice Cream,16088.36,254,Delhi,22,Medium,63.34,26,1,0
Milk,51.12,4,Chandigarh,76,Small,12.78,1,0,0
Milk,64663.78,691,Karnataka,66,Large,93.58,21,0,0
